Commodity,State,Market,Today Price,Last Week,Last Month,Last Year,Today Arrivals,Last Week,Last Month,Last Year
Onion,Uttar Pradesh,Khaga,2200 (Mx:2270 Mn:2150),2600 (Mx:2660 Mn:2500),3800 (Mx:3850 Mn:3700),1700 (Mx:1750 Mn:1650),13,13,13,14
Onion,Uttar Pradesh,Khair,3200 (Mx:3500 Mn:3000),3500 (Mx:3800 Mn:3200),3500 (Mx:4000 Mn:3200),-,10,13,2,-
Onion,Uttar Pradesh,Khekda,2000 (Mx:2200 Mn:1800),-,4000 (Mx:4200 Mn:3800),-,0.3,-,0.3,-
Onion,Uttar Pradesh,Khurja,2645 (Mx:2800 Mn:2500),3100 (Mx:3200 Mn:3000),3950 (Mx:4100 Mn:3800),-,20,18,13,-
Onion,Uttar Pradesh,Kopaganj,2350 (Mx:2400 Mn:2300),3100 (Mx:3200 Mn:2900),3200 (Mx:3300 Mn:3100),-,10,23,34,-
Onion,Uttar Pradesh,Lakhimpur,2140 (Mx:2200 Mn:2100),3170 (Mx:3220 Mn:3120),4080 (Mx:4160 Mn:4060),1830 (Mx:1865 Mn:1800),130,100,90,90
Onion,Uttar Pradesh,Lalganj,2650 (Mx:2700 Mn:2600),3000 (Mx:3050 Mn:2950),3600 (Mx:3650 Mn:3550),1600 (Mx:1650 Mn:1550),5.4,5.5,4,32.7
Onion,Uttar Pradesh,Lucknow,2750 (Mx:2800 Mn:2700),3380 (Mx:3430 Mn:3230),4090 (Mx:4140 Mn:4040),-,150,150,110,-
Onion,Uttar Pradesh,Madhoganj,2620 (Mx:2650 Mn:2600),3250 (Mx:3300 Mn:3200),3950 (Mx:4000 Mn:3900),1890 (Mx:1930 Mn:1850),16,14,12,9
Onion,Uttar Pradesh,Maigalganj,2840 (Mx:2860 Mn:2800),2850 (Mx:2890 Mn:2800),2730 (Mx:2745 Mn:2700),-,3,1.5,2.5,-
Onion,Uttar Pradesh,Mainpuri,2345 (Mx:2430 Mn:2240),2855 (Mx:2935 Mn:2745),3500 (Mx:3600 Mn:3400),-,9.4,8.4,7.8,-
Onion,Uttar Pradesh,Manjhanpur,1990 (Mx:2080 Mn:1900),2900 (Mx:2990 Mn:2815),4045 (Mx:4140 Mn:3960),-,13.5,13,7.5,-
Onion,Uttar Pradesh,Mathura,2250 (Mx:2380 Mn:2100),2750 (Mx:2900 Mn:2600),3400 (Mx:3550 Mn:3250),-,40,36,38,-
Onion,Uttar Pradesh,Mauranipur,2150 (Mx:2200 Mn:2100),-,3680 (Mx:3715 Mn:3620),1630 (Mx:1685 Mn:1585),6,-,5,5.4
Onion,Uttar Pradesh,Mehmoodabad,2400 (Mx:2430 Mn:2380),-,4060 (Mx:4085 Mn:4030),1960 (Mx:1985 Mn:1945),63,-,61,8
Onion,Uttar Pradesh,Mirzapur,2185 (Mx:2215 Mn:2125),2800 (Mx:2850 Mn:2750),3775 (Mx:3800 Mn:3725),-,65,80,50,-
Onion,Uttar Pradesh,Mohamadabad,2660 (Mx:2760 Mn:2560),-,3620 (Mx:3720 Mn:3520),-,3,-,2.6,-
Onion,Uttar Pradesh,Mohammdi,2180 (Mx:2220 Mn:2140),3165 (Mx:3200 Mn:3120),4100 (Mx:4150 Mn:4050),-,24,24,21,-
Onion,Uttar Pradesh,Moth,2150 (Mx:2200 Mn:2080),2650 (Mx:2680 Mn:2550),3450 (Mx:3500 Mn:3370),1670 (Mx:1750 Mn:1600),10.5,9.5,7,1.8
Onion,Uttar Pradesh,Mugrabaadshahpur,2185 (Mx:2285 Mn:2085),2910 (Mx:3010 Mn:2810),3880 (Mx:3980 Mn:3780),-,27.5,22,33,-
Onion,Uttar Pradesh,Muradabad,2450 (Mx:2500 Mn:2400),2960 (Mx:3000 Mn:2900),3760 (Mx:3800 Mn:3720),1920 (Mx:1940 Mn:1900),40,140,120,100
Onion,Uttar Pradesh,Muskara,2500 (Mx:2600 Mn:2400),-,3750 (Mx:3850 Mn:3650),1850 (Mx:1950 Mn:1750),1.8,-,1.8,1.5
Onion,Uttar Pradesh,Nagina,1200 (Mx:1800 Mn:1000),1500 (Mx:2500 Mn:1000),-,-,0.3,0.3,-,-
Onion,Uttar Pradesh,Nautnava,2100 (Mx:2200 Mn:2000),-,3750 (Mx:3900 Mn:3600),-,0.5,-,1,-
Onion,Uttar Pradesh,Nawabganj,2250 (Mx:2300 Mn:2200),2800 (Mx:2850 Mn:2750),3850 (Mx:3900 Mn:3800),2025 (Mx:2050 Mn:2000),7.5,5,5,1
Onion,Uttar Pradesh,Noida,2860 (Mx:2920 Mn:2800),3350 (Mx:3400 Mn:3300),4010 (Mx:4110 Mn:3950),1800 (Mx:2350 Mn:1560),130,136,167,8
Onion,Uttar Pradesh,Partaval,2275 (Mx:2350 Mn:2200),2825 (Mx:2900 Mn:2750),3625 (Mx:3700 Mn:3550),-,34,33,15,-
Onion,Uttar Pradesh,Pilibhit,2495 (Mx:2540 Mn:2450),3190 (Mx:3230 Mn:3150),3920 (Mx:3960 Mn:3860),2085 (Mx:2120 Mn:2040),1.8,40,3,26
Onion,Uttar Pradesh,Pratapgarh,2000 (Mx:2200 Mn:1900),2990 (Mx:3100 Mn:2900),3925 (Mx:4100 Mn:3800),1700 (Mx:1800 Mn:1600),30,30,35,28
Onion,Uttar Pradesh,Pukharayan,2600 (Mx:2625 Mn:2575),2850 (Mx:2860 Mn:2840),-,2175 (Mx:2200 Mn:2150),5,5,-,7
Onion,Uttar Pradesh,Puranpur,2490 (Mx:2540 Mn:2450),3185 (Mx:3225 Mn:3150),3915 (Mx:3960 Mn:3860),2075 (Mx:2110 Mn:2025),1.1,18,1,5.6
Onion,Uttar Pradesh,Purwa,2800 (Mx:2875 Mn:2750),3450 (Mx:3500 Mn:3350),3600 (Mx:3700 Mn:3550),1880 (Mx:1930 Mn:1830),13.5,11.6,18.4,5.7
Onion,Uttar Pradesh,Puwaha,2300 (Mx:2400 Mn:2200),3000 (Mx:3100 Mn:2900),3950 (Mx:4050 Mn:3850),2000 (Mx:2100 Mn:1900),22,17.5,10,15
Onion,Uttar Pradesh,Raibareilly,2800 (Mx:2850 Mn:2760),2900 (Mx:3000 Mn:2850),3575 (Mx:3600 Mn:3550),1900 (Mx:1950 Mn:1860),24,26,32,26.5
Onion,Uttar Pradesh,Rampur,2500 (Mx:2555 Mn:2460),2950 (Mx:3010 Mn:2910),3800 (Mx:3855 Mn:3760),1875 (Mx:1925 Mn:1850),110,105,75,70
Onion,Uttar Pradesh,Rampurmaniharan,2150 (Mx:2200 Mn:2100),-,2200 (Mx:2300 Mn:2100),-,1,-,1,-
Onion,Uttar Pradesh,Rasda,2300 (Mx:2375 Mn:2245),-,3780 (Mx:3845 Mn:3700),-,37,-,28,-
Onion,Uttar Pradesh,Robertsganj,2200 (Mx:2330 Mn:2115),3015 (Mx:3110 Mn:2900),3820 (Mx:3940 Mn:3750),2010 (Mx:2100 Mn:1900),58,58,35,44
Onion,Uttar Pradesh,Rudauli,2785 (Mx:2820 Mn:2740),-,4120 (Mx:4160 Mn:3980),1980 (Mx:2020 Mn:1940),16,-,1.7,11
Onion,Uttar Pradesh,Safdarganj,2400 (Mx:2450 Mn:2350),3000 (Mx:3050 Mn:2950),4000 (Mx:4050 Mn:3950),-,20,20,20,-
Onion,Uttar Pradesh,Sahiyapur,2100 (Mx:2150 Mn:1950),2850 (Mx:2950 Mn:2800),3450 (Mx:3500 Mn:3400),-,20.6,30.5,9.5,-
Onion,Uttar Pradesh,Salon,2710 (Mx:2715 Mn:2700),2995 (Mx:3000 Mn:2950),3590 (Mx:3595 Mn:3587),-,19,19,15,-
Onion,Uttar Pradesh,Sambhal,2250 (Mx:2300 Mn:2000),2250 (Mx:2360 Mn:2000),2250 (Mx:2300 Mn:2000),1750 (Mx:1800 Mn:1500),4.8,5,3.5,2.5
Onion,Uttar Pradesh,Samsabad,1900 (Mx:2000 Mn:1800),1900 (Mx:2000 Mn:1800),2500 (Mx:2600 Mn:2400),2200 (Mx:2300 Mn:2100),0.2,0.7,8,0.6
Onion,Uttar Pradesh,Sandi,2645 (Mx:2700 Mn:2600),3235 (Mx:3300 Mn:3200),3990 (Mx:4050 Mn:3950),-,5.5,7,6.5,-
Onion,Uttar Pradesh,Sandila,2650 (Mx:2700 Mn:2600),3240 (Mx:3280 Mn:3200),3880 (Mx:3920 Mn:3840),1900 (Mx:1950 Mn:1850),13.5,13,11,9
Onion,Uttar Pradesh,Sehjanwa,3000 (Mx:3005 Mn:2990),3200 (Mx:3205 Mn:3190),4200 (Mx:4205 Mn:4190),-,1,1,1,-
Onion,Uttar Pradesh,Shadabad,2150 (Mx:2200 Mn:2100),2150 (Mx:2200 Mn:2100),3150 (Mx:3200 Mn:3100),2150 (Mx:2200 Mn:2100),1,1,1,1
Onion,Uttar Pradesh,Shahganj,2150 (Mx:2200 Mn:2100),2900 (Mx:2950 Mn:2850),3940 (Mx:4100 Mn:3900),-,31,45,36,-
Onion,Uttar Pradesh,Shahjahanpur,2320 (Mx:2400 Mn:2260),3250 (Mx:3300 Mn:3200),3950 (Mx:4000 Mn:3900),1950 (Mx:2100 Mn:1700),48,40,28,28
Onion,Uttar Pradesh,Sikarpur,2450 (Mx:2500 Mn:2400),2700 (Mx:2800 Mn:2600),2900 (Mx:3000 Mn:2800),-,1.4,1.5,2,-
Onion,Uttar Pradesh,Sitapur,2420 (Mx:2600 Mn:1600),3200 (Mx:3400 Mn:2000),4050 (Mx:4250 Mn:3600),-,72,90,25.4,-
Onion,Uttar Pradesh,Sultanpur,2400 (Mx:2500 Mn:2300),3050 (Mx:3150 Mn:2960),3900 (Mx:4100 Mn:3800),2060 (Mx:2140 Mn:1980),80,72,68,88
Onion,Uttar Pradesh,Tilhar,2255 (Mx:2305 Mn:2205),3010 (Mx:3060 Mn:2960),3940 (Mx:3990 Mn:3890),-,0.6,0.5,0.5,-
Onion,Uttar Pradesh,Tulsipur,2520 (Mx:2570 Mn:2480),3850 (Mx:3880 Mn:3820),4450 (Mx:4475 Mn:4425),2050 (Mx:2070 Mn:2020),6,6.5,6,6
Onion,Uttar Pradesh,Tundla,2420 (Mx:2450 Mn:2385),3200 (Mx:3225 Mn:3175),3550 (Mx:3570 Mn:3525),-,5,2.5,2.5,-
Onion,Uttar Pradesh,Ujhani,2250 (Mx:2300 Mn:2200),-,3970 (Mx:4000 Mn:3950),2200 (Mx:2250 Mn:2150),3,-,1,2.5
Onion,Uttar Pradesh,Unnao,2800 (Mx:2850 Mn:2725),3400 (Mx:3450 Mn:3300),3550 (Mx:3650 Mn:3500),1875 (Mx:1925 Mn:1825),15.8,21,26.5,21.7
Onion,Uttar Pradesh,Uttaripura,2810 (Mx:2910 Mn:2710),3140 (Mx:3240 Mn:3040),3875 (Mx:3975 Mn:3775),-,3.2,3.2,3,-
Onion,Uttar Pradesh,Varipaal,1700 (Mx:1800 Mn:1600),-,3000 (Mx:3000 Mn:3000),-,7.1,-,1.5,-
Onion,Uttar Pradesh,Vishalpur,2400 (Mx:2425 Mn:2375),3010 (Mx:3040 Mn:2980),3940 (Mx:3975 Mn:3910),2080 (Mx:2120 Mn:2045),15,20,9,25
Onion,Uttar Pradesh,Viswan,2430 (Mx:2450 Mn:2410),3220 (Mx:3240 Mn:3200),4070 (Mx:4100 Mn:4040),-,30,28,15,-
Onion,Uttrakhand,Dehradoon,1800 (Mx:2200 Mn:1450),1500 (Mx:1800 Mn:1250),1800 (Mx:2200 Mn:1500),-,85.4,165.9,32.7,-
Onion,Uttrakhand,Haldwani,2200 (Mx:2400 Mn:1800),2600 (Mx:2900 Mn:2200),-,2000 (Mx:2500 Mn:1500),26,65.8,-,65
Onion,Uttrakhand,Khateema,2100 (Mx:2200 Mn:2000),1900 (Mx:2200 Mn:1800),2100 (Mx:2200 Mn:2000),-,2,4,3,-
Onion,Uttrakhand,Roorkee,3500 (Mx:4200 Mn:2500),3000 (Mx:4000 Mn:2200),3000 (Mx:4000 Mn:2000),-,4.5,3,9.5,-
Onion,Uttrakhand,Rudrapur,1800 (Mx:2000 Mn:1500),1800 (Mx:2500 Mn:1500),4000 (Mx:4500 Mn:3000),2000 (Mx:2500 Mn:1500),25,22,23,12
Onion,Uttrakhand,Vikasnagar,2440 (Mx:2440 Mn:800),-,-,1800 (Mx:1800 Mn:1200),30.7,-,-,14.7
Onion,West Bengal,Alipurduar,2800 (Mx:3000 Mn:2700),3100 (Mx:3200 Mn:3000),4400 (Mx:4500 Mn:4200),-,9,9,9,-
Onion,West Bengal,Asansol,2650 (Mx:2800 Mn:2500),3200 (Mx:3500 Mn:3000),4200 (Mx:4400 Mn:4000),2300 (Mx:2350 Mn:2250),14,14.6,14,16
Onion,West Bengal,Balarampur,2400 (Mx:2500 Mn:2200),3200 (Mx:3500 Mn:3000),-,-,1.4,1.4,-,-
Onion,West Bengal,Bankura Sadar,2900 (Mx:3100 Mn:2800),3000 (Mx:3200 Mn:2900),-,-,26,26,-,-
Onion,West Bengal,Baruipur(Canning),2950 (Mx:3000 Mn:2900),3150 (Mx:3200 Mn:3100),4850 (Mx:4900 Mn:4800),-,5,5,6,-
Onion,West Bengal,Belacoba,2700 (Mx:2800 Mn:2600),2700 (Mx:2800 Mn:2600),-,2500 (Mx:2600 Mn:2400),14,15,-,2
Onion,West Bengal,Bethuadahari,3200 (Mx:3300 Mn:3100),-,4600 (Mx:4700 Mn:4500),-,3.6,-,3.9,-
Onion,West Bengal,Birbhum,2500 (Mx:2600 Mn:2400),3100 (Mx:3200 Mn:3000),4400 (Mx:4500 Mn:4300),-,45,40,35,-
Onion,West Bengal,Bishnupur(Bankura),2400 (Mx:2500 Mn:1800),2800 (Mx:3000 Mn:1500),4000 (Mx:4500 Mn:3000),2600 (Mx:3000 Mn:2000),0.7,0.7,0.6,0.7
Onion,West Bengal,Bolpur,2500 (Mx:2600 Mn:2400),3300 (Mx:3400 Mn:3200),4400 (Mx:4500 Mn:4300),-,45,40,34,-
Onion,West Bengal,Burdwan,2300 (Mx:2400 Mn:2100),4000 (Mx:4200 Mn:3800),4500 (Mx:4800 Mn:4200),2400 (Mx:2500 Mn:2200),23,22,19,26
Onion,West Bengal,Chakdah,3000 (Mx:3050 Mn:2900),3300 (Mx:3350 Mn:3200),4300 (Mx:4350 Mn:4200),2600 (Mx:2650 Mn:2500),5,4.7,4.3,16
Onion,West Bengal,Dhupguri,2700 (Mx:2800 Mn:2600),2700 (Mx:2800 Mn:2600),-,2500 (Mx:2600 Mn:2400),25,25,-,2
Onion,West Bengal,Durgapur,2650 (Mx:2850 Mn:2500),3200 (Mx:3400 Mn:3050),4200 (Mx:4500 Mn:4050),2400 (Mx:2550 Mn:2300),16,16,16.2,16.5
Onion,West Bengal,Egra/contai,4100 (Mx:4200 Mn:4000),4100 (Mx:4200 Mn:4000),4400 (Mx:4600 Mn:4200),-,3.8,4,3.5,-
Onion,West Bengal,Falakata,3100 (Mx:3200 Mn:3000),3200 (Mx:3500 Mn:3000),4600 (Mx:4700 Mn:4500),-,12,9,11,-
Onion,West Bengal,Gangarampur(Dakshin Dinajpur),2300 (Mx:2500 Mn:2000),3200 (Mx:3400 Mn:3000),4300 (Mx:4500 Mn:4000),3300 (Mx:3500 Mn:3000),3.2,2.8,2.5,3.8
Onion,West Bengal,Garbeta(Medinipur),2500 (Mx:2600 Mn:2400),3500 (Mx:3600 Mn:3400),4300 (Mx:4400 Mn:4200),-,20,15,14,-
Onion,West Bengal,Ghatal,2700 (Mx:3000 Mn:2500),4000 (Mx:4300 Mn:3700),-,2800 (Mx:3000 Mn:2700),3.1,3.1,-,3.4
Onion,West Bengal,Habra,3200 (Mx:3200 Mn:3000),2900 (Mx:2900 Mn:2800),4800 (Mx:4800 Mn:4500),2000 (Mx:2000 Mn:1800),100,100,35,28
Onion,West Bengal,Jalpaiguri Sadar,2700 (Mx:2800 Mn:2600),2700 (Mx:2800 Mn:2600),-,2500 (Mx:2600 Mn:2400),15,16,-,3
Onion,West Bengal,Jangipur,3775 (Mx:3800 Mn:3745),4155 (Mx:4175 Mn:4125),4775 (Mx:4800 Mn:4745),2080 (Mx:2100 Mn:2050),59,59,59.5,57.5
Onion,West Bengal,Kalna,2900 (Mx:3000 Mn:2800),3900 (Mx:4000 Mn:3800),3600 (Mx:3700 Mn:3500),2350 (Mx:2450 Mn:2350),2.1,2.15,3.1,3.5
Onion,West Bengal,Kalyani,2900 (Mx:3000 Mn:2800),3300 (Mx:3400 Mn:3200),-,-,2.4,2.2,-,-
Onion,West Bengal,Karimpur,3000 (Mx:3050 Mn:2950),4900 (Mx:5000 Mn:4850),5100 (Mx:5200 Mn:5000),-,4.5,4.5,5.5,-
Onion,West Bengal,Karsiyang(Matigara),3900 (Mx:4000 Mn:3800),3800 (Mx:4000 Mn:3500),4900 (Mx:5000 Mn:4800),-,7.8,7.7,7.2,-
Onion,West Bengal,Katwa,2700 (Mx:2800 Mn:2600),3900 (Mx:4000 Mn:3800),-,-,6.5,5.5,-,-
Onion,West Bengal,Medinipur(West),2500 (Mx:2600 Mn:2400),3500 (Mx:3600 Mn:3400),-,-,17,13,-,-
Onion,West Bengal,Moynaguri,2500 (Mx:2600 Mn:2400),2700 (Mx:2800 Mn:2600),-,2500 (Mx:2600 Mn:2400),16,14,-,3
Onion,West Bengal,Nadia,2500 (Mx:2500 Mn:2400),3000 (Mx:3200 Mn:3000),4300 (Mx:4500 Mn:4300),2400 (Mx:2450 Mn:2350),9,9,10,5.8
Onion,West Bengal,Pandua,2100 (Mx:2200 Mn:2000),2800 (Mx:3000 Mn:2600),4200 (Mx:4200 Mn:3800),2600 (Mx:2700 Mn:2500),5.6,5.8,5.5,3.2
Onion,West Bengal,Purulia,2400 (Mx:2500 Mn:2200),2800 (Mx:3000 Mn:2500),3800 (Mx:4200 Mn:3500),2000 (Mx:2200 Mn:1800),32,30,25,22
Onion,West Bengal,Ramkrishanpur(Howrah),3400 (Mx:3800 Mn:3000),4400 (Mx:4800 Mn:3600),4600 (Mx:5500 Mn:4000),2600 (Mx:3000 Mn:2200),1.5,1.4,1.4,2.2
Onion,West Bengal,Ranaghat,3000 (Mx:3050 Mn:2900),3300 (Mx:3350 Mn:3200),4300 (Mx:4350 Mn:4200),2700 (Mx:2750 Mn:2600),4.8,4.5,4,3.3
Onion,West Bengal,Sainthia,2500 (Mx:2600 Mn:2400),2900 (Mx:3000 Mn:2800),4300 (Mx:4400 Mn:4200),-,46,45,34,-
Onion,West Bengal,Sheoraphuly,2000 (Mx:2200 Mn:1800),3000 (Mx:3200 Mn:2800),4000 (Mx:4200 Mn:3800),2600 (Mx:2700 Mn:2500),21,16,17,38
Onion,West Bengal,Siliguri,3200 (Mx:3300 Mn:3100),3700 (Mx:3800 Mn:3600),3900 (Mx:4000 Mn:3800),-,43,41,41,-
Onion,West Bengal,Tamluk (Medinipur E),3200 (Mx:3400 Mn:3000),4000 (Mx:4200 Mn:3800),4200 (Mx:4400 Mn:4000),-,2.5,1.6,1.8,-
Onion,West Bengal,Uluberia,3400 (Mx:3600 Mn:3200),-,4800 (Mx:5000 Mn:4600),-,1.4,-,1.25,-
Paddy(Dhan)(Common),Andhra Pradesh,Tiruvuru,2500 (Mx:2650 Mn:2350),2500 (Mx:2650 Mn:2350),-,2450 (Mx:2520 Mn:2320),110,110,-,140
Paddy(Dhan)(Common),Chattisgarh,Charama,2000 (Mx:2000 Mn:2000),2000 (Mx:2000 Mn:2000),-,-,48,23,-,-
Paddy(Dhan)(Common),Chattisgarh,Lakhanpuri,1950 (Mx:1950 Mn:1950),1900 (Mx:1900 Mn:1900),-,-,17,8,-,-
Paddy(Dhan)(Common),Chattisgarh,Narharpur,1900 (Mx:1900 Mn:1900),2000 (Mx:2000 Mn:2000),-,-,10,4,-,-
Paddy(Dhan)(Common),Gujarat,Viramgam,1580 (Mx:2010 Mn:1155),-,-,-,5,-,-,-
Paddy(Dhan)(Common),Karnataka,Kalagategi,2382 (Mx:2400 Mn:2300),2388 (Mx:2400 Mn:2300),-,-,18,28,-,-
Paddy(Dhan)(Common),Madhya Pradesh,Dabra,2700 (Mx:2735 Mn:2575),3133.33 (Mx:3183.33 Mn:2983.33),-,2750 (Mx:2900 Mn:1900),63.1,232.59,-,264.41
Paddy(Dhan)(Common),Madhya Pradesh,Jaithari,2000 (Mx:2000 Mn:2000),2050 (Mx:2050 Mn:2050),-,-,9.05,4.24,-,-
Paddy(Dhan)(Common),Odisha,Karanjia,2300 (Mx:2300 Mn:2300),2300 (Mx:2300 Mn:2300),2300 (Mx:2300 Mn:2300),2200 (Mx:2200 Mn:2100),5,5,5,3
Paddy(Dhan)(Common),Rajasthan,Kota,3100 (Mx:3316 Mn:2775),3000 (Mx:3320 Mn:2740),-,3350 (Mx:3961 Mn:2701),65,27,-,249
Paddy(Dhan)(Common),Tamil Nadu,Ambasamudram,2500 (Mx:2600 Mn:2400),-,-,1400 (Mx:1500 Mn:1300),25.2,-,-,21.7
Paddy(Dhan)(Common),Tamil Nadu,Ammoor,1949 (Mx:2169 Mn:1713),2005 (Mx:2305 Mn:1780),-,2077 (Mx:2288 Mn:1825),313.21,0.37,-,49.26
Paddy(Dhan)(Common),Tamil Nadu,Avalurpet,1585 (Mx:2212 Mn:1441),1585 (Mx:2173 Mn:940),-,2172 (Mx:3053 Mn:1896),146.52,325.63,-,63.15
Paddy(Dhan)(Common),Tamil Nadu,Sangarapuram,1820 (Mx:1898 Mn:1781),1866 (Mx:1889 Mn:1792),-,-,7.15,6.49,-,-
Paddy(Dhan)(Common),Tamil Nadu,Tirunelvali,2450 (Mx:2650 Mn:2000),2450 (Mx:2600 Mn:2000),-,1800 (Mx:2200 Mn:1600),14,2.8,-,5.6
Paddy(Dhan)(Common),Tamil Nadu,Tiruttani,1900 (Mx:1950 Mn:1800),1800 (Mx:1900 Mn:1700),-,1980 (Mx:2200 Mn:1800),18.75,60,-,366.22
Paddy(Dhan)(Common),Tamil Nadu,Uthiramerur,1900 (Mx:2000 Mn:1800),1900 (Mx:2000 Mn:1800),-,1800 (Mx:1900 Mn:1700),11.92,20.19,-,23.58
Paddy(Dhan)(Common),Tamil Nadu,Virudhachalam,2379 (Mx:2572 Mn:1587),-,-,2867 (Mx:2897 Mn:2760),136.59,-,-,3.75
Paddy(Dhan)(Common),Telangana,Alampur,2300 (Mx:2400 Mn:2000),2300 (Mx:2350 Mn:2000),-,2200 (Mx:2400 Mn:1700),50,60,-,10
Paddy(Dhan)(Common),Telangana,Bhongir,2320 (Mx:2320 Mn:2320),2320 (Mx:2320 Mn:2320),2300 (Mx:2300 Mn:2300),2203 (Mx:2203 Mn:2203),1,1,1,1
Paddy(Dhan)(Common),Telangana,Burgampadu,2320 (Mx:2320 Mn:2320),-,-,-,10,-,-,-
Paddy(Dhan)(Common),Telangana,Choutuppal,2100 (Mx:2200 Mn:2000),2100 (Mx:2200 Mn:2000),-,-,0.1,0.1,-,-
Paddy(Dhan)(Common),Telangana,Devarakonda,2300 (Mx:2300 Mn:2300),2300 (Mx:2300 Mn:2300),2300 (Mx:2300 Mn:2300),2203 (Mx:2203 Mn:2203),0.01,0.01,0.01,0.01
Paddy(Dhan)(Common),Telangana,Devarkonda(Dindi),2300 (Mx:2300 Mn:2300),2300 (Mx:2300 Mn:2300),2300 (Mx:2300 Mn:2300),2203 (Mx:2203 Mn:2203),0.01,0.01,0.01,0.01
Paddy(Dhan)(Common),Telangana,Devarkonda(Mallepalli),2300 (Mx:2300 Mn:2300),2300 (Mx:2300 Mn:2300),2300 (Mx:2300 Mn:2300),2203 (Mx:2203 Mn:2203),0.01,0.01,0.01,0.01
Paddy(Dhan)(Common),Telangana,Gangadhara,2300 (Mx:2300 Mn:2300),2300 (Mx:2300 Mn:2300),2300 (Mx:2300 Mn:2300),2183 (Mx:2183 Mn:2183),0.01,0.01,0.01,0.01
Paddy(Dhan)(Common),Telangana,Huzumnagar(Garidepally),2320 (Mx:2320 Mn:2320),2320 (Mx:2320 Mn:2320),2320 (Mx:2320 Mn:2320),2320 (Mx:2320 Mn:2320),0.01,0.01,0.01,0.01
Paddy(Dhan)(Common),Telangana,Huzurnagar,2320 (Mx:2320 Mn:2320),2320 (Mx:2320 Mn:2320),2320 (Mx:2320 Mn:2320),2320 (Mx:2320 Mn:2320),0.01,0.01,0.01,0.01
Paddy(Dhan)(Common),Telangana,Huzurnagar(Matampally),2320 (Mx:2320 Mn:2320),2320 (Mx:2320 Mn:2320),2320 (Mx:2320 Mn:2320),2320 (Mx:2320 Mn:2320),0.01,0.01,0.01,0.01
Paddy(Dhan)(Common),Telangana,Huzzurabad,2310 (Mx:2310 Mn:2310),2310 (Mx:2310 Mn:2310),2310 (Mx:2310 Mn:2310),2193 (Mx:2193 Mn:2193),32.8,0.01,0.01,0.01
Paddy(Dhan)(Common),Telangana,Wyra,2300 (Mx:2320 Mn:2280),2300 (Mx:2320 Mn:2280),-,-,0.01,0.01,-,-
Paddy(Dhan)(Common),Tripura,Melaghar,1950 (Mx:1975 Mn:1925),1950 (Mx:1975 Mn:1925),-,-,3,2.5,-,-
Paddy(Dhan)(Common),Uttar Pradesh,Bachranwa,2275 (Mx:2300 Mn:2250),2290 (Mx:2300 Mn:2275),2300 (Mx:2310 Mn:2275),2900 (Mx:2900 Mn:2900),21,18,90,38.6
Paddy(Dhan)(Common),Uttar Pradesh,Faizabad,2140 (Mx:2197.5 Mn:2070),2092.5 (Mx:2187.5 Mn:1990),-,2800 (Mx:2840 Mn:2700),60,16,-,20
Paddy(Dhan)(Common),Uttar Pradesh,Lalganj,2350 (Mx:2400 Mn:2320),2350 (Mx:2375 Mn:2320),2400 (Mx:2450 Mn:2340),2400 (Mx:2450 Mn:2350),55,60,60,54
Paddy(Dhan)(Common),Uttar Pradesh,Naanpara,2240 (Mx:2300 Mn:2200),-,-,2200 (Mx:2230 Mn:2170),4,-,-,21.2
Paddy(Dhan)(Common),Uttar Pradesh,Panchpedwa,2400 (Mx:2500 Mn:2300),2400 (Mx:2500 Mn:2300),2400 (Mx:2500 Mn:2300),2800 (Mx:3000 Mn:2700),28,25,22,10
Paddy(Dhan)(Common),Uttar Pradesh,Raibareilly,2300 (Mx:2305 Mn:2250),2300 (Mx:2300 Mn:2250),2310 (Mx:2320 Mn:2300),2320 (Mx:2340 Mn:2300),85,76,70,226
Paddy(Dhan)(Common),Uttrakhand,Gadarpur,3520 (Mx:5050 Mn:2455),2100 (Mx:2100 Mn:2100),-,1900 (Mx:2210 Mn:1750),750.95,210,-,3680
Paddy(Dhan)(Common),Uttrakhand,Sitarganj,2000 (Mx:2200 Mn:1800),-,-,-,10,-,-,-
Paddy(Dhan)(Common),West Bengal,Bankura Sadar,2300 (Mx:2320 Mn:2100),2300 (Mx:2320 Mn:2150),-,2200 (Mx:2250 Mn:2150),32,26,-,24
Paddy(Dhan)(Common),West Bengal,Ghatal,2360 (Mx:2400 Mn:2300),2360 (Mx:2400 Mn:2300),2330 (Mx:2350 Mn:2300),2250 (Mx:2280 Mn:2210),11.5,11.5,11.5,14
Paddy(Dhan)(Common),West Bengal,Indus(Bankura Sadar),2300 (Mx:2320 Mn:2150),2300 (Mx:2320 Mn:2150),-,2200 (Mx:2250 Mn:2150),21,18,-,20
Paddy(Dhan)(Common),West Bengal,Jiaganj,2350 (Mx:2400 Mn:2300),2350 (Mx:2400 Mn:2300),-,2250 (Mx:2300 Mn:2200),8,8,-,20
Paddy(Dhan)(Common),West Bengal,Khatra,2300 (Mx:2320 Mn:2250),2300 (Mx:2320 Mn:2250),-,2183 (Mx:2203 Mn:2100),8,7,-,7
Sunflower,Maharashtra,Amalner,,,4001 (Mx:4001 Mn:4001),Sunflower,Maharashtra,Amalner,,
